Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Building a Brand That Your Customers Will Love,"In today's fast-paced world of hyperpersonalized ads and immediate gratification, a brand is either beloved or obnoxious. So, how do you ensure your brand stands out and meaningfully connects with consumers? In this course, Dr. Matt Johnson draws from the business world as well as psychology, sociology, and neuroscience to provide a fresh approach for revitalizing your brand.<br><br>First, Matt introduces how to view your brand from the market's perspective and the tools needed to integrate the brand into the hearts, minds, and lives of consumers. Next, he illustrates how to use social psychology to develop an effective, humanistic strategy for brand loyalty. He then provides the necessary steps to execute this approach through today's noisy, fragmented, and polarized media landscape. After completing this course, you’ll have the  tools you need to inject a human element into your brand, give it some sparkle, and most importantly, make consumers fall in love with it.<br><br><br><br>This course was created by <a href=""https://www.onlymadecraft.com"" target=""_blank"">Madecraft</a>. We are pleased to host this training in our library.<br><br><img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAHppnBQxgeyWS2CsU3aDDPcMgw.jpg"" height=""20%"" width=""20%"">",Course,2024-10-07 15:47 UTC,N/A,false,N/A,
How to Set Goals When Everything Feels Like a Priority (2021),"Sometimes it can feel like you’re working on everyone's else's to-do list instead of your own. How can you make space for accomplishing the goals that are important to you? Join best-selling business author and consultant Dorie Clark as she shares practical advice on how to prioritize effectively so that you can get meaningful things done.<br><br>Dorie shares techniques that you can leverage to get clarity on what to prioritize, as well as how to take action when you find yourself unsure of your next steps. She explores well-known frameworks, including the Eisenhower matrix and the Pareto principle, that can help you become more effective. Along the way, she shares how to find the motivation to get yourself going, maintain your momentum, and make it all the way to your goal.",Course,2022-01-01 16:41 UTC,N/A,false,N/A,
Electric Bass Lesson: Fundamentals,"Now you can learn to play electric bass from one of the true masters. Join legendary artist Billy Sheehan as he reveals the techniques and secrets behind his success as one of the most respected players of all time. Billy has played bass on dozens of records (from David Lee Roth to Mr. Big) and toured all over the world for decades. Here he starts with the basics: right hand and left hand, slap and pop. He shows how to break down a lick, play in time, lock in with the drums, and adapt your bass playing to different styles, including country and heavy metal. Plus, get practical advice on amplifying your sound, changing strings, and tuning your instrument. These are the absolute essentials any musician needs to know to play bass in any genre—as taught by an industry legend.",Course,2019-07-29 14:46 UTC,N/A,false,N/A,
Figure Drawing: Tonal Rendering,"How can you make a good figure drawing into a great figure drawing? Give it drama with tonal rendering. This course—taught on the iPad Pro—provides you with step-by-step demonstrations that can help you enhance the dimensionality and drama of your figure drawings using tonal rendering techniques. Instructor Amy Wynne starts by demonstrating how to create a five-part tonal gradient, and then shows how to apply this to simple 3D geometric shapes such as an egg, a cylinder, and a block; these shapes serve as the building blocks for constructing your figures. Amy also shows how to build the figure from the inside out—from structure to tonality—and apply silhouette and camouflage using inspiring master drawings as examples. Upon completing this course, you'll be equipped with a few simple techniques that can help you add beautiful lights and shadows to your figure sketches.",Course,2020-04-12 00:53 UTC,N/A,false,N/A,
Optimizing Your LinkedIn Profile Nano Tips with Kim Kaupe,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this installment, Kim Kaupe shows you how to optimize your LinkedIn profile allowing you to get noticed faster and stand out from others in your field. Kim shows you how to use creator mode to boost your search results, add a cover story to your profile, customize your LinkedIn URL, and more. Plus, get tips for how to create a dynamic profile picture and video profile.",Course,2025-08-13 16:07 UTC,N/A,false,N/A,
Fred Kofman on Accountability,"In business, most work is done collaboratively. Key to this is the need to hold each other accountable so we can all succeed in our goals. But how does one hold direct reports, colleagues, or even bosses accountable? Since 1990, <i>Conscious Business</i> creator and LinkedIn Influencer Fred Kofman has been helping employees work together more effectively. In this course, he explains how to maximize team accountability and set up commitments so there is an understood process and outcome in place. He shows how to make clear requests and hold people accountable for what they say, and he explains how to recover and rebuild trust when things go awry. Each lesson is given practical context, as Fred coaches a web designer, Jonathan, through a difficult working relationship with his co-designer on a high-profile project.",Course,2018-09-13 15:03 UTC,N/A,false,N/A,
Retail Sales Foundations,"Retail success starts and ends with your sales team. A consistent and positive sales approach keeps the business steady and customers happy. This course is all about building the foundations for success. Instructor Noah Fleming looks at how to deliver and maintain a powerful customer experience, mitigate the factors that impact retail sales, and adopt selling strategies used by the best companies in the world. Find out to increase the average order size with bundling and options, and dive deep into customer loyalty: understanding the true value of a customer. Noah also helps you understand when and when not to discount—and how to avoid the number one retail sales mistake.",Course,2018-08-11 23:02 UTC,N/A,false,N/A,
Microsoft Dynamics 365 Sales Essential Training,"Microsoft Dynamics 365 empowers users to manage leads, contacts, and data to create streamlined workflows for sales, customer service, and client management. In this course, instructor Dian Taylor explores how to use the Microsoft Dynamics CRM platform to manage contact information, leads, and actions. Dian goes over the Dynamics 365 interface, then dives into specific functions through the lens of both sales and customer service tracking. She covers basics like accessing and sorting records and views, creating a new record, building queries, and more. Dian shows you techniques and tools to boost your sales efficiency with Dynamics 365, then explains how Dynamics 365 can help you generate, track, and manage opportunities. She shows you how to work with quotes and work in the field, including detailed how-tos on using the Mobile Application app. Plus, Dian demonstrates how to use charts and dashboards, access Excel templates, and review forecasts.",Course,2025-07-04 13:01 UTC,N/A,false,N/A,
The Manager's Guide to Integrating and Managing AI Agents,"As AI reshapes the workplace, people managers must evolve to lead and manage human employees and AI agents simultaneously. In this course, instructor Charlene Li teaches you how to manage AI agents as autonomous entities alongside human employees in preparation for the future of business shaped by agentic AI. Managing AI is new territory—check out this course to find out how you can thrive in uncertainty and lead with confidence in an AI-powered world.",Course,2025-08-07 19:06 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:713379,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:713379,Course,2018-08-28 16:32 UTC,N/A,false,N/A,
How to Stop Being Busy and Start Being Strategic,"<p>You will never finish your infinite task list–no matter how much more efficient you become. Whenever we finish one task, there’s always another waiting. So, delivering truly valuable results requires rising above day-to-day efforts to tackle strategic initiatives. In this audio-only course, Richard Medcalf argues that strategic time is the top predictor of career advancement–and reveals how to find more of that time.</p><p>

Richard is a seasoned executive coach and author of <i>Making TIME for Strategy: How to be Less Busy and More Successful</i>. Prior to coaching he was the youngest-ever partner at a premier strategy consulting firm.</p><p>

Richard identifies four opportunity areas to find more strategic time: tactics, influence, mindset, and environment. Plus, learn how to identify your highest contributions for breakthrough results in half the time.</p>
<p>This course was created by Pete Mockaitis of <a href=""https://awesomeatyourjob.com/"" target=""_blank""><i>How to Be Awesome at Your Job</i></a>. We are pleased to offer this training in our library.</p>
<img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAIBpAic0FsSvQXaA8NB7qnVcIw.jpg"" alt=""Company logo for How to Be Awesome at Your Job"" width=""20%"" height=""20%"" />",Course,2024-04-17 21:14 UTC,N/A,false,N/A,
ESG and Buildings,"This course explains how buildings significantly influence environmental, social, and governance (ESG) performance across various sectors. Instructor Fulya Kocak Gin
simplifies the complexities of ESG factors in building design, construction, and operations, highlighting how these factors shape daily and strategic decisions. Learn to identify and manage greenhouse gas emissions, integrate sustainability practices, and navigate the nuances of social and governance responsibilities to enhance building performance, meet compliance requirements, and add value for stakeholders.",Course,2024-10-30 14:12 UTC,N/A,false,N/A,
Apple Watch Tips and Tricks (2019),"Apple Watch has evolved. The latest watchOS makes it even more convenient to manage messages, activities, and notification directly from your device. But even if you wear one daily, you might not be using all of its most helpful features. Get the most out of your Apple Watch with these practical tips and tricks. Garrick Chow explores the features and capabilities of the latest Apple watchOS, including messaging, app management, voice control with Siri, staying fit and safe, and other valuable pointers. He also shows how to customize your unlock settings and haptic strength, so the Apple Watch responds perfectly to your touch.",Course,2020-10-04 14:52 UTC,N/A,false,N/A,
Tips to Build Your Social Muscle for Better Relationships at Work,"In this course, workplace performance expert Henna Pryor explores practical strategies to boost your social muscle. Discover ways to seek out micro-interactions, navigate small talk in a way that fosters genuine connection, and build work relationships through different modes of communication. Learn habits that enable you to connect with and praise colleagues to build trust. Identify ways to approach and prepare for challenging social moments, instead of avoiding them. Plus, find the best ways to recharge your social battery and reflect on past interactions to continue building social muscle.",Course,2025-05-05 15:41 UTC,N/A,false,N/A,
Excel: Financial Functions in Depth (2022),"Analyzing financial data can seem intimidating, but Microsoft Excel has a wide range of functions to perform these calculations quickly and easily. In this course, Microsoft  MVP Danielle Stein Fairhurst shows you how and when to use each of the financial functions available in Excel. Danielle covers evaluating loans, payments, and interest; calculating depreciation; determining rates of return; calculating prices and yields as well as applying some of the new features of Excel for Microsoft 365 to financial data. Plus, she guides you through combining these functions to perform financial analysis.",Course,2024-11-21 16:49 UTC,N/A,false,N/A,
Strategic Partnerships: Ecosystems and Platforms,"No firm can go it alone today—your success depends on working with partners. That is how Microsoft, Apple, Google, Amazon, and other leading companies won in their markets. Partnership expert Ben Gomes-Casseres explains how to gain an edge in the market by collaborating with multiple partners in your business ecosystem. Learn the fundamentals of ecosystem strategies, including building network advantages, selecting partners, organizing your group, igniting growth, and sharing value with your partners. Ben also reviews how to launch and scale a digital platform that connects the many players in your ecosystem.",Course,2021-02-24 20:13 UTC,N/A,false,N/A,
Learning Python (2021),"<p>Python—the popular and highly-readable object-oriented language—is both powerful and relatively easy to learn. Whether you're new to programming or an experienced developer, this course can help you get started with Python. Joe Marini provides an overview of the installation process, basic Python syntax, and an example of how to construct and run a simple Python program. Learn to work with dates and times, read and write files, and retrieve and parse HTML, JSON, and XML data from the web.</p>
<p>This course includes Code Challenges powered by CoderPad. Code Challenges are interactive coding exercises with real-time feedback, so you can get hands-on coding practice alongside the course content to advance your programming skills.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/anaconda-python-for-data-science-professional-certificate"" target=""_blank"">Professional Certificate</a> from Anaconda.</p>",Course,2022-06-23 12:52 UTC,N/A,false,N/A,
Tony Schwartz on Managing Your Energy for Sustainable High Performance,"We increasingly pattern our work lives after our computers. But human beings are not meant to run at high speeds, continuously, for long periods of time. We're at our best when we move rhythmically between spending and renewing energy—a reality that companies must embrace to fuel sustainable engagement and high performance.<br><br>
In this course, thought leader Tony Schwartz shares his tested and unique framework for fueling productivity through energy management. He explains how to tap into your potential by regularly renewing your four core energy needs: physical, emotional, mental, and spiritual. By learning how to more skillfully manage each dimension of energy, you can bolster your own productivity, and enhance your success as a manager by tapping into the true potential of your employees.",Course,2019-07-15 18:38 UTC,N/A,false,N/A,
Coaching for Results,"Coaching—like managing—isn't an intuitive skill. It's also not a one-type-fits-all solution. To be effective, managers and leaders need to learn a variety of coaching techniques so that they can cater to the specific needs of individual employees. Executive coach Lisa Gates helps managers and leaders who are struggling with coaching learn the three basic types—coaching to improve performance, develop careers, and encourage high performers—and apply different techniques to get results. She also helps you avoid some of the common coaching traps and develop a coaching habit. The scenarios included with the course help you understand how the lessons play out in the workplace, whether you're coaching to improve customer service, helping an employee make challenging career choices, or navigating conflict in a difficult situation.",Course,2018-07-17 18:30 UTC,N/A,false,N/A,
Building Thought Leadership as a Diverse Voice,"<p>Underrepresented groups (URGs) tend to face much tougher professional odds, particularly when it comes to seeking upper-level employment opportunities. In this course, Emmy-award winning keynote speaker and thought leader Jessica Chen shows you how to overcome typical biases and barriers to become a successful and impactful thought leader for URGs.</p><p>Reimagine your approach to thought leadership by incorporating more diverse, equitable, inclusive slates. Get tips from Jessica on addressing common challenges, overcoming imposter syndrome as an underrepresented thought leader, communicating your insights, building your thought leadership brand, and creating your own leadership road map to cultivate meaningful connections with others and become known as an expert at work.</p>",Course,2026-01-13 14:02 UTC,N/A,false,N/A,
Computer and Text Neck Stretching Exercises,"Our necks bear the brunt of the stress when we spend too much time looking at screens. Taking a break is the best solution, but sometimes we can’t afford to go offline. Luckily, with simple corrections to your posture and typing habits, you can eliminate injury to this sensitive area. Join Dr. Baxter Bell for this series of exercises that can help relieve and prevent neck pain. Discover the proper way to stretch your back and neck, lengthen your neck muscles and upper spin, deepen your breath, and get the blood flowing through your body. Plus, learn a simple exercise that will benefit your neck and your wrists.<br><br>

Note: This course was created and produced by <a href=”https://www.desk-yogi.com” target=”_blank”>Desk Yogi</a>.",Course,2020-10-19 14:15 UTC,N/A,false,N/A,
How to Budget on a Starting Salary,"<p>Transitioning to a job with a starting salary is exciting, but creating a budget based upon it can be completely overwhelming. In this course, personal finance coach and financial literacy expert Gregory Sneed shows you how to plan a personalized budget for your starting salary so you can make the most out of your earnings. Explore the difference between gross and net pay, along with the various components of monthly income. Gregory identifies categories to help you prioritize expenses, distinguishing between mandatory and optional spending. Get tips for creating a balanced budget with categorized transactions and utilizing tools to help you manage your finances more effectively. Along the way, Gregory covers the basics of savings and investment strategies to help you make smarter decisions with your money. After completing this course, you'll be equipped with the skills and know-how required to practice healthy financial habits on a starting salary.</p>
<p>This course was created by <a href=""https://www.onlymadecraft.com"" target=""_blank"">Madecraft</a>. We are pleased to host this training in our library.</p>                  
<img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAHppnBQxgeyWS2CsU3aDDPcMgw.jpg"" alt=""Company logo for Madecraft; the letter M configured as part of a printing press"" width=""20%"" height=""20%"" />",Course,2025-06-18 20:25 UTC,N/A,false,N/A,
"Social Media Promotion for Musicians, Artists, and Engineers","Any artist, band, producer, or recording engineer trying to promote their work has a wide variety of social media outlets to choose from. That said, learning all of the related tools and best practices can be daunting and time-consuming. In this course, Bobby Owsinski shares helpful tips and best practices for online marketing and promotion that can help you harness the power of social media to promote your music and increase your fan base. Bobby shares strategies for marketing with your website, blog, and mailing list, and explains how to optimize your presence on key social media platforms—Facebook, YouTube, Twitter, LinkedIn, and Instagram—to promote your work. He provides an overview of the social networks, shares tips for developing your brand, and goes into the overall qualities of a strong social media strategy.",Course,2018-08-16 12:11 UTC,N/A,false,N/A,
Nano Tips For Closing the Sale with Richard Moore,"<p>Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this installment, join brand consultant, social selling expert, and content strategist Richard Moore as he shares insights and practical strategies on closing sales deals more effectively by changing your language and your mindset.</p><p>Discover the secret ingredient to every successful close—mindset—to get started with reevaluating the frame. Learn how to adopt the language of “going to,” earn the right to close, separate value and price, draw attention to post-sale activities, follow up without chasing, and more. Along the way, Richard guides you through some of the best practices for price contrasting, delivering the price with more tactful language, and cultivating sales relationships that last. By the end of this course, you’ll be prepared to close better sales deals more frequently and drive more profitable long-term business outcomes</p>",Course,2024-08-15 01:22 UTC,N/A,false,N/A,
Building Customer Loyalty,"Customer acquisition is one of the most expensive investments a company can make. When you win a customer, you want to keep them for life. Increasing customer loyalty—those positive feelings that customers have about your brand—is the best way to increase sales, retention, and the overall value of your company. In this course, bestselling author Noah Fleming reveals the four stages of the customer loyalty loop: an ongoing cycle of engaging, converting, serving, and rewarding the customers that engage with your business. He shows how to apply these lessons by developing a customer loyalty action plan and customer loyalty program tailored for the needs of your business. Using these techniques, you can identify and retain your most valuable customers and keep them loyal for life.",Course,2020-05-28 17:14 UTC,N/A,false,N/A,
Brad Feld on Validating Your Startup Idea,"So you have an idea for a business. Maybe you have lots of ideas, with lots of potential. How do you focus on the opportunity that is going to be the most successful and the best use of your time? Brad Feld is a serial entrepreneur turned investor, who has helped build 100s of companies over the last 30 years, including Techstars, his startup accelerator. In this course, he walks through the preliminary steps that any entrepreneur needs to follow to determine whether an idea has merit: whether it is significant, meaningful, and disruptive. He provides a framework to evaluate an idea and its risks—as well the costs of not pursuing the idea at all. He then explains, in detail, how to evaluate your opportunity, your product, your market, and your team. These steps lay the groundwork critical to a successful startup, resulting in a refined and well-researched idea that you, your partners, your customers, and potentials investors can all get behind.",Course,2019-09-18 23:59 UTC,N/A,false,N/A,
The Four Phases of Women's Careers,"<p>This course, designed by Avivah Wittenberg-Cox, offers a comprehensive overview of why traditional career models do not fit women perfectly. Avivah takes you through the pivotal decades of many women’s careers, from the ambitious 20s to the self-actualizing 50s, providing strategies for thriving in each phase. Along the way, Avivah emphasizes the importance of balancing professional growth with personal goals, plateauing strategically, accelerating when necessary, and leaning into your full career potential so when the time is ripe, you are ready. Whether you're a manager or an early-career employee on a team, this course provides a forward-looking perspective on managing careers over decades. Get ahead of what the future of work looks like for all genders by carefully designing career-and-life-phase management that’s fit for humans.</p><p>Note: This course was created by Avivah Wittenberg-Cox and CRFT Productions. We are pleased to host this training in our library.</p>",Course,2025-04-03 12:57 UTC,N/A,false,N/A,
Navigating the EU AI Act,"<p>The European Union (EU) Artificial Intelligence (AI) Act is a first-of-its-kind global regulation for trustworthy AI. Once passed into law, the act will enforce a legal framework using a risk-based approach aimed at regulating the development, deployment, and use of AI in the European Union. Companies failing to abide by the reporting and transparency requirements defined in the act will be subject to monetary repercussions.</p><p>In this course, Tristan Ingold examines the transformative EU AI Act. He defines AI systems in the context of the EU and identifies requirements and obligations imposed by the act on AI system providers and users. He also details the various business and technical challenges and opportunities that stakeholders will have to consider. Whether you're a developer, business leader, or risk and compliance professional, or just interested in understanding the future of AI regulation, this course should help you understand how legislative developments will impact AI systems.",Course,2025-10-07 13:00 UTC,N/A,false,N/A,
Nano Tips for Avoiding Burnout with Kim Kaupe,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this installment, Kim Kaupe explains why leaning out of work (and not into it) is essential if you feel burnout coming on.<br><br>Kim—an entrepreneur who juggles working at her creative agency, speaking, podcasting, and teaching—understands how easy it is for “busy” to turn into “burnout.”  Here, she shares practical steps you can take to recognize the signs of burnout and maneuver past it. <br><br>Learn tips for evaluating your boundaries to see where they were broken, reassessing the tasks on your to-do list, and outsourcing and delegating the work that doesn’t require your participation. Plus, discover how simple steps like changing your location can make a huge difference in your mood and attitude. Each video is less than two minutes long, making it easily accessible even on your busiest days.",Course,2025-04-21 14:11 UTC,N/A,false,N/A,
How to use ChatGPT for Content Creation,"Among the many uses for AI, did you know you can use it to facilitate content creation? In this course, podcaster and content strategist Nicky Saunders guides you through everything you need to know to start crafting compelling, captivating content. Get an overview of ChatGPT and how to leverage it effectively to enhance your social media presence. Set up your ChatGPT environment and learn best practices. Step through crafting social media posts and curating  visual content with ChatGPT, and then dive into ways ChatGPT can enhance your content planning and strategy. This course empowers you to embrace the future of content creation with ChatGPT.",Course,2025-08-21 20:22 UTC,N/A,false,N/A,
Leadership Stories: 5-Minute Lessons in Leading People,"Join expert storyteller Paul Smith to get engaging insights into leadership. Drawing on his exclusive, one-on-one interviews with over 250 CEOs and executives around the world, Paul reveals experiences that led these leaders to learn a critical lesson or gain some invaluable-and often unconventional-wisdom. Each video is centered around a single story. He covers topics such as setting a vision, leading change, and getting more creativity out of an organization. Think of this series as a fireside chat with someone who's had the luxury of interviewing some of the most insightful executives in the world.",Course,2018-08-13 00:45 UTC,N/A,false,N/A,
Handling Customer Complaints with Empathy,"<p>Handling customer complaints is a critical skill for maintaining satisfaction and trust. In this course, customer service expert Sara Odirisio demonstrates the importance of addressing complaints with empathy and discovering unresolved issues. From understanding different types of complaints to mastering the appropriate language, posture, and gestures, this course helps you develop the skills required to de-escalate tense situations, offering strategies for active listening, asking the right questions, handling aggressive customers, and more. Sara guides you through a practical five-step process to resolve complaints and shares tips for addressing written complaints and ensuring follow-up. By the end of this course, you’ll be better prepared to navigate customer complaints with empathy, keeping interactions calm, professional, and solution-focused.</p><p>Note: This course was created by Sara Odorisio and CRFT Productions. We are pleased to host this training in our library.</p>",Course,2025-02-04 15:02 UTC,N/A,false,N/A,
Sales Pipeline Management,"Truly successful sales professionals are able to focus on efficient and profitable ways of increasing sales to develop their business. They manage the sales process by diligently staying in tune with opportunities and actively monitoring account activity throughout the sales cycle. In this course, learn about proper sales pipeline management, to become more skilled at organizing leads, cultivating opportunities, forecasting outcomes, and closing sales.",Course,2018-07-31 04:32 UTC,N/A,false,N/A,
Motion Control 3D: Bringing Photos to Life in Three Dimensions with After Effects and Photoshop CC (2019),"Have you looked at a photo and wished you were there, or wondered what the scene looked like to the photographer? Now you can bring your photos to life by adding motion and depth. Author Rich Harrington reveals how you can transport your photos into a three-dimensional world using Adobe Photoshop and After Effects. The course shows you how to select the right images and resolutions; how to use masks and layers to build a layered composition in Photoshop; and how to animate and light the elements of the scene in After Effects. The techniques is useful for documentary filmmaking, web content, and TV commercials. Rich even shows how to render your project in full 3D for compatible platforms like YouTube, or in a typical broadcast format suitable for television or streaming.",Course,2020-04-18 14:57 UTC,N/A,false,N/A,
Sallie Krawcheck on Risk-Taking,"To create any type of opportunity for ourselves—and our companies—we must take chances. Yet as we progress in our careers those chances can get more intense and scary, causing us to resist taking necessary risks.<br><br>

What's holding you back? How can you gain the confidence necessary to take risks and chance failing? Sallie Krawcheck is a LinkedIn Influencer and one of the most successful and influential executives in financial services. She has built her career and reputation on thoughtful risk-taking. Here she shares an approach that will help you to take chances while mitigating risk—and keep you on the track to growth and continued opportunity.",Course,2025-05-01 13:17 UTC,N/A,false,N/A,
Writing a Marketing Plan (2015),"A solid roadmap makes any marketing effort more successful. This course will help business professionals write and leverage great marketing plans. Learn how to assemble a team to create the plan, analyze an existing market, and break down the plan's components into focused sections. Author Drew Boyd also offers advice on how best to present and leverage the plan throughout an organization.",Course,2018-08-28 16:32 UTC,N/A,false,N/A,
Drawing Foundations: Figure,"Learn the foundations of figure drawing: techniques for bringing the human form to life on paper. Artist and teacher Amy Wynne breaks down a classical approach to figure drawing into simple steps: capturing gesture and motion, mapping out structure and form, understanding the common ""landmarks"" of the body, drawing proportionally, and adding volume with shapes and shadows. Filmed on premise in a professional art studio, this course shows how to work with live models and different drawing materials. It's ideal for beginners who are just learning to draw the human figure as well as experienced artists who want to brush up their drawing skills. Follow along with Amy's tutorials and then use the worksheets and sample poses in the exercise files to practice figure drawing in your own time.",Course,2020-04-25 15:33 UTC,N/A,false,N/A,
Brad Feld on Raising Capital,"To get a business off the ground or take it to the next level, entrepreneurs often need extra cash. Venture financing, where money is raised from venture capital firms or individual investors as opposed to a public institution like a bank, is a popular avenue. But how do you decide if financing makes sense for your business? How much money do you need? And who do you ask? Brad Feld is an investor who has overseen thousands of rounds of venture financing, enabling companies like Zynga, MakerBot, and Fitbit to grow from startups to established enterprises. In this course, he walks you through the process of evaluating, finding, and securing funding for your business. Learn about the different stages of financing, the many types of investors, and different avenues of funding: traditional convertible debt and equity and newer practices such as crowdfunding and pre-sales. Brad helps you zero in on a solution that's right for your business and develop a mindset for success.",Course,2019-11-05 13:38 UTC,N/A,false,N/A,
The Expat Survival Guide,"<p>If you are moving abroad, or work in human resources assisting those who are moving abroad, this course is packed with useful tips and advice, written and presented by former BBC foreign correspondent, Jon Devitt. Begin with some things you can do before you leave home, like determining if you need a relocation company, finding the right visa or residency permit, getting in the right frame of mind, and examining the advantages and disadvantages of visiting your new home before you move. Move on to the first things you should do after arriving in your new home, like choosing health insurance, arranging access to money and a mobile phone service, and completing your move. Learn practical ways to deal with the shock of the new and the various challenges you may encounter living as an expat. Plus, go over ways to prepare for your return home. Expat life is much more rewarding and less stressful if you’re well prepared!</p>
 
<p>This course was created by Jon Devitt. We are pleased to host this training in our library.</p>",Course,2024-10-17 03:40 UTC,N/A,false,N/A,
How to Make a Positive First Impression with a Hiring Manager,"Discover how to make a positive first impression with a hiring manager with career coach Brittany Hayles. This course outlines several key strategies to increase interview success. Learn to effectively research the company and role, and tailor an impactful pitch and portfolio to hiring managers. After this course, you'll be ready to bring your best self to interviews, ensuring that your confidence and experience stand out.",Course,2026-02-01 19:54 UTC,N/A,false,N/A,
How to Design and Deliver Training Programs,"An effective training program helps to accelerate an employee's professional development and prepares them to excel in their role. In this course, corporate training expert Jeff Toister explains how to design and deliver training programs that engage learners and help them quickly develop new skills. Jeff walks through the ADDIE model of instructional design as it applies to corporate learning, exploring each step—from conducting needs analysis all the way through delivering face-to-face training. He also provides tips for presenting with confidence and clarity, facilitating discussions, adapting your programs to webinar delivery, and more.",Course,2025-02-24 20:56 UTC,N/A,false,N/A,
"Spanish, Part 7: Comparisons and Verbs in the Preterite","<p>Explore the beauty and diversity of the Spanish language as you learn how to navigate real-life conversations. This course—the final course in a seven-part series from The Great Courses—covers the essentials of comparisons and verbs in the preterite tense in Spanish. Delve into vocabulary relating to sports and outdoor activities, and investigate the importance of el fútbol, or soccer, in Spanish-speaking countries. Learn how to make comparisons involving actions, numbers, and things that are equal, and how to express superlatives. Along the way, begin to work with the preterite tense, which expresses actions completed in the past, and explore how to effectively conjugate both regular and irregular verbs in this tense in Spanish. 
</p>

<p><b>About the instructor</b><br><br>
Dr. Bill Worden is an associate professor of Spanish at the University of Alabama. He received his Master of Arts in Spanish from Middlebury College and his PhD in Hispanic Studies from Brown University. Since 2002, Dr. Worden has taught a wide variety of courses at the University of Alabama, ranging from Introductory Spanish and Advanced Grammar and Composition to undergraduate and graduate courses in 16th- and 17th-century Spanish literature.

</p><p>This course was created by The Great Courses. We are pleased to host this training in our library.</p>",Course,2025-10-15 15:41 UTC,N/A,false,N/A,
Nano Tips for Leading Diverse Teams with Watchen Nyanue,"<p>Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this installment, join Watchen Nyanue Hampton—thought leader, career architect, and the founder of I Choose The Ladder—as she shares practical, easy-to-use strategies for navigating diverse team dynamics and reaching your full leadership potential.</p><p>Learn how to bridge the gap between effort and attitude, find comfort in discomfort, and value everyone’s unique lived experience. Get tips on establishing rules of engagement and creating clearly defined communication channels. Along the way, Watchen offers insights to help you build your awareness of team blindspots, embrace conflict, rotate meeting leadership, practice mindful communication, and celebrate success. By the end of this course, you’ll be equipped with the skills you need to lead your team with professional poise and aplomb.<p>",Course,2024-10-28 15:02 UTC,N/A,false,N/A,
Nano Tips for Aspiring Product Managers with Cherie Luo,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds.
<br><br>
Here, join Cherie Luo, senior product manager at LinkedIn, as she provides advice for aspiring product managers. She starts by detailing things you need to know about product managers—what exactly a product manager does, how they spend their time, traits of great product managers—and then offers advice on how to get a job as a product manager.",Course,2025-03-13 12:55 UTC,N/A,false,N/A,
Managing Your Sales Territory,"Territory management helps salespeople ensure they are spending their time wisely: doing the right activities with the best customers. But as time goes on, even the most exciting territories can seem small or stale. This course focuses on how to get the most out of your territory to achieve maximum prospecting results and maintain proper coverage. Jeff Bloomfield helps you organize your territory by company size or geography, identify the right areas to prospect, and grow your territory via networking. Last, he addresses the importance of ongoing records management: keeping an updated record of who has moved into your territory, who has left, and more. These sales tips will help you keep a positive attitude, stay organized, and breathe new life into well-trod territories.<br><br>

Note: This course was designed for regional territories, but sales reps with national or even international territories will still find tips applicable to their work.",Course,2018-08-21 01:54 UTC,N/A,false,N/A,
Sales Strategy: Building Relationships to Successfully Sell,"<p>People buy products from other people—especially people they already know well and with whom they’ve cultivated an authentic, open relationship. As buyers today continue to become better informed and more aware of significant product knowledge early in the sales cycle, it's no surprise that, when it comes to closing new deals, your success rate hinges more than ever on human relationships.</p><p>In this course, sales expert Ronnell Richards shares practical guidance on how to build relationships that will positively impact your sales success. Ronnell covers key topics such as how to skillfully navigate the prework stage of the sales cycle—including crafting your LinkedIn profile with prospecting in mind and defining your ideal buyer persona up front—how to cultivate strong sales relationships, including delivering a successful presentation and securing sales referrals, and how to continually hone your relationship-building mindset.</p>",Course,2024-07-12 16:47 UTC,N/A,false,N/A,
